Word,Document Frequency,Postings
accompani,3,"[{'course_id': 'PSY 5121', 'doc_id': 237, 'term_frequency': 1}, {'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}, {'course_id': 'PSY 7101', 'doc_id': 335, 'term_frequency': 1}]"
account,17,"[{'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 2}, {'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'ADM 2341', 'doc_id': 13, 'term_frequency': 3}, {'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 2}, {'course_id': 'ADM 2352', 'doc_id': 16, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'ADM 3346', 'doc_id': 38, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 1}, {'course_id': 'ADM 4342', 'doc_id': 75, 'term_frequency': 4}, {'course_id': 'ADM 4345', 'doc_id': 77, 'term_frequency': 1}, {'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 1}, {'course_id': 'ADM 4348', 'doc_id': 79, 'term_frequency': 1}, {'course_id': 'ADM 5341', 'doc_id': 107, 'term_frequency': 4}, {'course_id': 'ADM 5342', 'doc_id': 108, 'term_frequency': 1}, {'course_id': 'ADM 5352', 'doc_id': 111, 'term_frequency': 1}, {'course_id': 'ADM 6340', 'doc_id': 145, 'term_frequency': 1}, {'course_id': 'ADM 6342', 'doc_id': 146, 'term_frequency': 1}]"
accultur,1,"[{'course_id': 'ADM 3319', 'doc_id': 28, 'term_frequency': 1}]"
accumul,1,"[{'course_id': 'ADM 3346', 'doc_id': 38, 'term_frequency': 1}]"
achiev,3,"[{'course_id': 'ADM 6330', 'doc_id': 140, 'term_frequency': 1}, {'course_id': 'PSY 3109', 'doc_id': 186, 'term_frequency': 1}, {'course_id': 'PSY 4127', 'doc_id': 210, 'term_frequency': 1}]"
acquaint,1,"[{'course_id': 'PSY 6113', 'doc_id': 272, 'term_frequency': 1}]"
acquir,4,"[{'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 2}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}]"
acquisit,12,"[{'course_id': 'ADM 3350', 'doc_id': 40, 'term_frequency': 1}, {'course_id': 'ADM 3379', 'doc_id': 48, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 4329', 'doc_id': 68, 'term_frequency': 1}, {'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'PSY 3136', 'doc_id': 195, 'term_frequency': 1}, {'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}, {'course_id': 'PSY 6144', 'doc_id': 285, 'term_frequency': 1}, {'course_id': 'PSY 6145', 'doc_id': 286, 'term_frequency': 1}, {'course_id': 'PSY 6941', 'doc_id': 319, 'term_frequency': 1}, {'course_id': 'PSY 6945', 'doc_id': 320, 'term_frequency': 1}]"
across,9,"[{'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 1}, {'course_id': 'PSY 2174', 'doc_id': 178, 'term_frequency': 1}, {'course_id': 'PSY 3126', 'doc_id': 191, 'term_frequency': 1}, {'course_id': 'PSY 4122', 'doc_id': 209, 'term_frequency': 1}, {'course_id': 'PSY 4372', 'doc_id': 224, 'term_frequency': 1}, {'course_id': 'PSY 7107', 'doc_id': 341, 'term_frequency': 1}, {'course_id': 'PSY 7907', 'doc_id': 353, 'term_frequency': 1}, {'course_id': 'CSI 3120', 'doc_id': 564, 'term_frequency': 1}]"
action,7,"[{'course_id': 'ADM 4317', 'doc_id': 61, 'term_frequency': 1}, {'course_id': 'ADM 6321', 'doc_id': 134, 'term_frequency': 1}, {'course_id': 'PSY 6155', 'doc_id': 292, 'term_frequency': 1}, {'course_id': 'PSY 6954', 'doc_id': 325, 'term_frequency': 1}, {'course_id': 'MAT 4143', 'doc_id': 420, 'term_frequency': 1}, {'course_id': 'MAT 5142', 'doc_id': 463, 'term_frequency': 1}, {'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}]"
activ,15,"[{'course_id': 'ADM 3352', 'doc_id': 42, 'term_frequency': 1}, {'course_id': 'ADM 3357', 'doc_id': 43, 'term_frequency': 1}, {'course_id': 'ADM 3998', 'doc_id': 54, 'term_frequency': 1}, {'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 4357', 'doc_id': 87, 'term_frequency': 1}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 1}, {'course_id': 'PSY 3108', 'doc_id': 185, 'term_frequency': 1}, {'course_id': 'PSY 3174', 'doc_id': 199, 'term_frequency': 1}, {'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}, {'course_id': 'PSY 4327', 'doc_id': 222, 'term_frequency': 1}, {'course_id': 'PSY 5424', 'doc_id': 249, 'term_frequency': 3}, {'course_id': 'PSY 6118', 'doc_id': 277, 'term_frequency': 1}, {'course_id': 'PSY 6918', 'doc_id': 312, 'term_frequency': 1}, {'course_id': 'CSI 5167', 'doc_id': 633, 'term_frequency': 1}]"
activitã©,1,"[{'course_id': 'PSY 5824', 'doc_id': 252, 'term_frequency': 3}]"
actual,1,"[{'course_id': 'ADM 3313', 'doc_id': 24, 'term_frequency': 3}, {'course_id': 'ADM 3313', 'doc_id': 24, 'term_frequency': 1}]"
actuari,1,"[{'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}, {'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}]"
ad,4,"[{'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}, {'course_id': 'CSI 5148', 'doc_id': 621, 'term_frequency': 2}, {'course_id': 'CSI 5169', 'doc_id': 635, 'term_frequency': 1}, {'course_id': 'CSI 5389', 'doc_id': 649, 'term_frequency': 1}]"
adapt,7,"[{'course_id': 'ADM 6261', 'doc_id': 117, 'term_frequency': 1}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'PSY 4174', 'doc_id': 214, 'term_frequency': 1}, {'course_id': 'PSY 4327', 'doc_id': 222, 'term_frequency': 1}, {'course_id': 'PSY 6134', 'doc_id': 283, 'term_frequency': 1}, {'course_id': 'PSY 6931', 'doc_id': 317, 'term_frequency': 1}, {'course_id': 'CSI 5390', 'doc_id': 650, 'term_frequency': 1}]"
addit,9,"[{'course_id': 'ADM 4322', 'doc_id': 64, 'term_frequency': 1}, {'course_id': 'ADM 6381', 'doc_id': 162, 'term_frequency': 1}, {'course_id': 'MAT 1303', 'doc_id': 360, 'term_frequency': 1}, {'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 4126', 'doc_id': 416, 'term_frequency': 1}, {'course_id': 'MAT 4154', 'doc_id': 423, 'term_frequency': 1}, {'course_id': 'MAT 4171', 'doc_id': 430, 'term_frequency': 1}, {'course_id': 'MAT 4373', 'doc_id': 439, 'term_frequency': 1}, {'course_id': 'MAT 5149', 'doc_id': 470, 'term_frequency': 1}]"
address,15,"[{'course_id': 'ADM 1100', 'doc_id': 0, 'term_frequency': 1}, {'course_id': 'ADM 1101', 'doc_id': 1, 'term_frequency': 1}, {'course_id': 'ADM 1300', 'doc_id': 2, 'term_frequency': 1}, {'course_id': 'ADM 1301', 'doc_id': 3, 'term_frequency': 1}, {'course_id': 'ADM 3349', 'doc_id': 39, 'term_frequency': 1}, {'course_id': 'ADM 3379', 'doc_id': 48, 'term_frequency': 1}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 1}, {'course_id': 'ADM 4341', 'doc_id': 74, 'term_frequency': 1}, {'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 1}, {'course_id': 'ADM 6274', 'doc_id': 119, 'term_frequency': 1}, {'course_id': 'ADM 6286', 'doc_id': 125, 'term_frequency': 1}, {'course_id': 'ADM 6326', 'doc_id': 139, 'term_frequency': 1}, {'course_id': 'CSI 9997', 'doc_id': 665, 'term_frequency': 1}]"
adjust,3,"[{'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 1}, {'course_id': 'CSI 5121', 'doc_id': 603, 'term_frequency': 1}]"
adm,6,"[{'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 2}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 3}, {'course_id': 'ADM 5361', 'doc_id': 113, 'term_frequency': 1}, {'course_id': 'ADM 6286', 'doc_id': 125, 'term_frequency': 2}]"
administr,11,"[{'course_id': 'ADM 2337', 'doc_id': 12, 'term_frequency': 1}, {'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 1}, {'course_id': 'ADM 3396', 'doc_id': 49, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 1}, {'course_id': 'ADM 4396', 'doc_id': 92, 'term_frequency': 1}, {'course_id': 'ADM 6311', 'doc_id': 129, 'term_frequency': 1}, {'course_id': 'ADM 6316', 'doc_id': 131, 'term_frequency': 1}, {'course_id': 'ADM 6332', 'doc_id': 142, 'term_frequency': 1}, {'course_id': 'ADM 6392', 'doc_id': 165, 'term_frequency': 1}, {'course_id': 'ADM 6396', 'doc_id': 168, 'term_frequency': 1}]"
admiss,3,"[{'course_id': 'ADM 3994', 'doc_id': 53, 'term_frequency': 1}, {'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}]"
adolesc,7,"[{'course_id': 'PSY 3105', 'doc_id': 184, 'term_frequency': 2}, {'course_id': 'PSY 4105', 'doc_id': 207, 'term_frequency': 2}, {'course_id': 'PSY 5114', 'doc_id': 235, 'term_frequency': 1}, {'course_id': 'PSY 6103', 'doc_id': 267, 'term_frequency': 1}, {'course_id': 'PSY 6190', 'doc_id': 302, 'term_frequency': 1}, {'course_id': 'PSY 7105', 'doc_id': 339, 'term_frequency': 1}, {'course_id': 'PSY 7905', 'doc_id': 351, 'term_frequency': 1}]"
adopt,2,"[{'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6322', 'doc_id': 135, 'term_frequency': 1}]"
adult,3,"[{'course_id': 'PSY 5202', 'doc_id': 243, 'term_frequency': 3}, {'course_id': 'PSY 6176', 'doc_id': 300, 'term_frequency': 1}, {'course_id': 'PSY 6975', 'doc_id': 330, 'term_frequency': 1}]"
adulthood,2,"[{'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}, {'course_id': 'PSY 3136', 'doc_id': 195, 'term_frequency': 1}]"
advanc,38,"[{'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'ADM 3305', 'doc_id': 22, 'term_frequency': 1}, {'course_id': 'ADM 4307', 'doc_id': 56, 'term_frequency': 2}, {'course_id': 'ADM 4341', 'doc_id': 74, 'term_frequency': 1}, {'course_id': 'ADM 4349', 'doc_id': 80, 'term_frequency': 1}, {'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'ADM 4363', 'doc_id': 88, 'term_frequency': 1}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'ADM 6392', 'doc_id': 165, 'term_frequency': 1}, {'course_id': 'PSY 4122', 'doc_id': 209, 'term_frequency': 1}, {'course_id': 'PSY 5104', 'doc_id': 231, 'term_frequency': 1}, {'course_id': 'PSY 6143', 'doc_id': 284, 'term_frequency': 1}, {'course_id': 'PSY 6202', 'doc_id': 305, 'term_frequency': 1}, {'course_id': 'PSY 7112', 'doc_id': 344, 'term_frequency': 1}, {'course_id': 'PSY 7114', 'doc_id': 345, 'term_frequency': 1}, {'course_id': 'MAT 4162', 'doc_id': 427, 'term_frequency': 1}, {'course_id': 'MAT 4199', 'doc_id': 433, 'term_frequency': 1}, {'course_id': 'MAT 4399', 'doc_id': 446, 'term_frequency': 1}, {'course_id': 'MAT 4995', 'doc_id': 449, 'term_frequency': 1}, {'course_id': 'MAT 4996', 'doc_id': 450, 'term_frequency': 1}, {'course_id': 'MAT 5160', 'doc_id': 476, 'term_frequency': 1}, {'course_id': 'MAT 5174', 'doc_id': 489, 'term_frequency': 1}, {'course_id': 'MAT 9998', 'doc_id': 552, 'term_frequency': 3}, {'course_id': 'CSI 3130', 'doc_id': 565, 'term_frequency': 1}, {'course_id': 'CSI 5105', 'doc_id': 594, 'term_frequency': 1}, {'course_id': 'CSI 5112', 'doc_id': 598, 'term_frequency': 1}, {'course_id': 'CSI 5113', 'doc_id': 599, 'term_frequency': 1}, {'course_id': 'CSI 5116', 'doc_id': 601, 'term_frequency': 1}, {'course_id': 'CSI 5146', 'doc_id': 619, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 1}, {'course_id': 'CSI 5155', 'doc_id': 627, 'term_frequency': 1}, {'course_id': 'CSI 5168', 'doc_id': 634, 'term_frequency': 1}, {'course_id': 'CSI 5173', 'doc_id': 636, 'term_frequency': 1}, {'course_id': 'CSI 5312', 'doc_id': 644, 'term_frequency': 1}, {'course_id': 'CSI 5389', 'doc_id': 649, 'term_frequency': 1}, {'course_id': 'CSI 7314', 'doc_id': 662, 'term_frequency': 1}]"
advantag,3,"[{'course_id': 'ADM 4315', 'doc_id': 59, 'term_frequency': 1}, {'course_id': 'ADM 6301', 'doc_id': 127, 'term_frequency': 1}, {'course_id': 'ADM 6326', 'doc_id': 139, 'term_frequency': 1}]"
adversari,1,"[{'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 1}]"
advertis,8,"[{'course_id': 'ADM 3326', 'doc_id': 32, 'term_frequency': 2}, {'course_id': 'ADM 4326', 'doc_id': 66, 'term_frequency': 1}, {'course_id': 'ADM 5320', 'doc_id': 104, 'term_frequency': 1}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6323', 'doc_id': 136, 'term_frequency': 2}, {'course_id': 'ADM 6365', 'doc_id': 156, 'term_frequency': 1}, {'course_id': 'ADM 6420', 'doc_id': 169, 'term_frequency': 1}, {'course_id': 'CSI 5380', 'doc_id': 646, 'term_frequency': 1}]"
advisori,1,"[{'course_id': 'MAT 9998', 'doc_id': 552, 'term_frequency': 1}]"
affect,6,"[{'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 1}, {'course_id': 'ADM 2320', 'doc_id': 10, 'term_frequency': 1}, {'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 1}, {'course_id': 'ADM 4356', 'doc_id': 86, 'term_frequency': 1}, {'course_id': 'PSY 7124', 'doc_id': 347, 'term_frequency': 1}, {'course_id': 'CSI 5116', 'doc_id': 601, 'term_frequency': 1}]"
affin,4,"[{'course_id': 'MAT 2355', 'doc_id': 385, 'term_frequency': 1}, {'course_id': 'MAT 4154', 'doc_id': 423, 'term_frequency': 1}, {'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 1}, {'course_id': 'MAT 5149', 'doc_id': 470, 'term_frequency': 1}]"
affirm,2,"[{'course_id': 'PSY 6155', 'doc_id': 292, 'term_frequency': 1}, {'course_id': 'PSY 6954', 'doc_id': 325, 'term_frequency': 1}]"
afford,1,"[{'course_id': 'MAT 5996', 'doc_id': 534, 'term_frequency': 1}]"
age,4,"[{'course_id': 'PSY 2114', 'doc_id': 176, 'term_frequency': 1}, {'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}, {'course_id': 'PSY 6176', 'doc_id': 300, 'term_frequency': 1}, {'course_id': 'PSY 6975', 'doc_id': 330, 'term_frequency': 1}]"
agenc,4,"[{'course_id': 'ADM 2352', 'doc_id': 16, 'term_frequency': 1}, {'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'PSY 7102', 'doc_id': 336, 'term_frequency': 1}]"
agent,7,"[{'course_id': 'ADM 4337', 'doc_id': 70, 'term_frequency': 1}, {'course_id': 'CSI 4107', 'doc_id': 573, 'term_frequency': 1}, {'course_id': 'CSI 4109', 'doc_id': 575, 'term_frequency': 1}, {'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}, {'course_id': 'CSI 5161', 'doc_id': 628, 'term_frequency': 1}, {'course_id': 'CSI 5183', 'doc_id': 640, 'term_frequency': 1}, {'course_id': 'CSI 5389', 'doc_id': 649, 'term_frequency': 1}]"
aggreg,2,"[{'course_id': 'ADM 3301', 'doc_id': 20, 'term_frequency': 1}, {'course_id': 'ADM 5352', 'doc_id': 111, 'term_frequency': 1}]"
aggress,4,"[{'course_id': 'PSY 2110', 'doc_id': 175, 'term_frequency': 1}, {'course_id': 'PSY 3301', 'doc_id': 200, 'term_frequency': 1}, {'course_id': 'PSY 6115', 'doc_id': 274, 'term_frequency': 1}, {'course_id': 'PSY 6904', 'doc_id': 309, 'term_frequency': 1}]"
agnosia,2,"[{'course_id': 'PSY 5125', 'doc_id': 238, 'term_frequency': 1}, {'course_id': 'PSY 5924', 'doc_id': 254, 'term_frequency': 1}]"
agraphia,2,"[{'course_id': 'PSY 5125', 'doc_id': 238, 'term_frequency': 1}, {'course_id': 'PSY 5924', 'doc_id': 254, 'term_frequency': 1}]"
agreement,3,"[{'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'MAT 5317', 'doc_id': 516, 'term_frequency': 1}]"
ai,3,"[{'course_id': 'CSI 5101', 'doc_id': 592, 'term_frequency': 1}, {'course_id': 'CSI 5180', 'doc_id': 639, 'term_frequency': 3}, {'course_id': 'CSI 5183', 'doc_id': 640, 'term_frequency': 1}]"
aim,2,"[{'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 1}]"
air,1,"[{'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}]"
alaoglu,1,"[{'course_id': 'MAT 5126', 'doc_id': 457, 'term_frequency': 1}]"
alexia,2,"[{'course_id': 'PSY 5125', 'doc_id': 238, 'term_frequency': 1}, {'course_id': 'PSY 5924', 'doc_id': 254, 'term_frequency': 1}]"
algebra,27,"[{'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 2}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 2}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}, {'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 2}, {'course_id': 'MAT 1362', 'doc_id': 371, 'term_frequency': 1}, {'course_id': 'MAT 2342', 'doc_id': 383, 'term_frequency': 1}, {'course_id': 'MAT 3101', 'doc_id': 393, 'term_frequency': 1}, {'course_id': 'MAT 3153', 'doc_id': 398, 'term_frequency': 1}, {'course_id': 'MAT 3166', 'doc_id': 400, 'term_frequency': 1}, {'course_id': 'MAT 3343', 'doc_id': 404, 'term_frequency': 1}, {'course_id': 'MAT 3395', 'doc_id': 413, 'term_frequency': 1}, {'course_id': 'MAT 4141', 'doc_id': 418, 'term_frequency': 2}, {'course_id': 'MAT 4142', 'doc_id': 419, 'term_frequency': 1}, {'course_id': 'MAT 4143', 'doc_id': 420, 'term_frequency': 2}, {'course_id': 'MAT 4154', 'doc_id': 423, 'term_frequency': 3}, {'course_id': 'MAT 4158', 'doc_id': 426, 'term_frequency': 1}, {'course_id': 'MAT 4167', 'doc_id': 428, 'term_frequency': 1}, {'course_id': 'MAT 4343', 'doc_id': 434, 'term_frequency': 1}, {'course_id': 'MAT 5105', 'doc_id': 451, 'term_frequency': 1}, {'course_id': 'MAT 5141', 'doc_id': 462, 'term_frequency': 2}, {'course_id': 'MAT 5142', 'doc_id': 463, 'term_frequency': 2}, {'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 4}, {'course_id': 'MAT 5149', 'doc_id': 470, 'term_frequency': 3}, {'course_id': 'MAT 5160', 'doc_id': 476, 'term_frequency': 1}, {'course_id': 'CSI 2132', 'doc_id': 559, 'term_frequency': 1}, {'course_id': 'CSI 4125', 'doc_id': 579, 'term_frequency': 1}, {'course_id': 'CSI 4140', 'doc_id': 585, 'term_frequency': 1}]"
algorithm,34,"[{'course_id': 'MAT 2141', 'doc_id': 379, 'term_frequency': 1}, {'course_id': 'MAT 5181', 'doc_id': 494, 'term_frequency': 1}, {'course_id': 'MAT 5341', 'doc_id': 527, 'term_frequency': 1}, {'course_id': 'CSI 1306', 'doc_id': 553, 'term_frequency': 1}, {'course_id': 'CSI 1308', 'doc_id': 554, 'term_frequency': 2}, {'course_id': 'CSI 1390', 'doc_id': 555, 'term_frequency': 1}, {'course_id': 'CSI 2101', 'doc_id': 556, 'term_frequency': 1}, {'course_id': 'CSI 2110', 'doc_id': 557, 'term_frequency': 1}, {'course_id': 'CSI 3105', 'doc_id': 563, 'term_frequency': 2}, {'course_id': 'CSI 4105', 'doc_id': 571, 'term_frequency': 1}, {'course_id': 'CSI 4109', 'doc_id': 575, 'term_frequency': 3}, {'course_id': 'CSI 4140', 'doc_id': 585, 'term_frequency': 2}, {'course_id': 'CSI 4145', 'doc_id': 588, 'term_frequency': 1}, {'course_id': 'CSI 4150', 'doc_id': 589, 'term_frequency': 1}, {'course_id': 'CSI 5102', 'doc_id': 593, 'term_frequency': 3}, {'course_id': 'CSI 5106', 'doc_id': 595, 'term_frequency': 1}, {'course_id': 'CSI 5124', 'doc_id': 605, 'term_frequency': 1}, {'course_id': 'CSI 5126', 'doc_id': 606, 'term_frequency': 1}, {'course_id': 'CSI 5127', 'doc_id': 607, 'term_frequency': 1}, {'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}, {'course_id': 'CSI 5131', 'doc_id': 610, 'term_frequency': 1}, {'course_id': 'CSI 5134', 'doc_id': 611, 'term_frequency': 1}, {'course_id': 'CSI 5149', 'doc_id': 622, 'term_frequency': 6}, {'course_id': 'CSI 5154', 'doc_id': 626, 'term_frequency': 2}, {'course_id': 'CSI 5155', 'doc_id': 627, 'term_frequency': 2}, {'course_id': 'CSI 5163', 'doc_id': 629, 'term_frequency': 2}, {'course_id': 'CSI 5164', 'doc_id': 630, 'term_frequency': 1}, {'course_id': 'CSI 5165', 'doc_id': 631, 'term_frequency': 2}, {'course_id': 'CSI 5166', 'doc_id': 632, 'term_frequency': 1}, {'course_id': 'CSI 5168', 'doc_id': 634, 'term_frequency': 1}, {'course_id': 'CSI 5183', 'doc_id': 640, 'term_frequency': 2}, {'course_id': 'CSI 5308', 'doc_id': 642, 'term_frequency': 1}, {'course_id': 'CSI 5311', 'doc_id': 643, 'term_frequency': 1}, {'course_id': 'CSI 5387', 'doc_id': 648, 'term_frequency': 1}]"
align,3,"[{'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'CSI 4126', 'doc_id': 580, 'term_frequency': 1}, {'course_id': 'CSI 5126', 'doc_id': 606, 'term_frequency': 1}]"
alloc,5,"[{'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 1}, {'course_id': 'ADM 2341', 'doc_id': 13, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 6340', 'doc_id': 145, 'term_frequency': 1}, {'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}]"
allow,3,"[{'course_id': 'ADM 6316', 'doc_id': 131, 'term_frequency': 1}, {'course_id': 'ADM 6343', 'doc_id': 147, 'term_frequency': 2}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}]"
alreadi,1,"[{'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}]"
also,5,"[{'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 1}, {'course_id': 'ADM 3349', 'doc_id': 39, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 1}, {'course_id': 'ADM 4363', 'doc_id': 88, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}]"
altern,3,"[{'course_id': 'ADM 3379', 'doc_id': 48, 'term_frequency': 1}, {'course_id': 'ADM 4356', 'doc_id': 86, 'term_frequency': 1}, {'course_id': 'ADM 6324', 'doc_id': 137, 'term_frequency': 1}]"
altruism,1,"[{'course_id': 'PSY 4174', 'doc_id': 214, 'term_frequency': 1}]"
amidst,1,"[{'course_id': 'CSI 5164', 'doc_id': 630, 'term_frequency': 1}]"
among,4,"[{'course_id': 'ADM 4355', 'doc_id': 85, 'term_frequency': 1}, {'course_id': 'PSY 3126', 'doc_id': 191, 'term_frequency': 1}, {'course_id': 'PSY 4105', 'doc_id': 207, 'term_frequency': 1}, {'course_id': 'MAT 4124', 'doc_id': 414, 'term_frequency': 1}]"
analys,4,"[{'course_id': 'PSY 5120', 'doc_id': 236, 'term_frequency': 1}, {'course_id': 'PSY 6042', 'doc_id': 265, 'term_frequency': 2}, {'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}, {'course_id': 'PSY 6202', 'doc_id': 305, 'term_frequency': 1}]"
