word,frequency
receiving,83
difference,83
institution,83
slight,83
stance,83
flat,83
fluctuations,83
discussion,83
philips,83
underwritten,83
quiet,83
draw,83
personnel,83
sumitomo,83
leadership,83
wireless,83
dealings,82
livestock,82
del,82
occur,82
consistent,82
actually,82
peak,82
circulation,82
bache,82
highs,82
northwest,82
studying,82
fraud,82
illegal,82
australias,82
becoming,82
jim,82
province,82
financed,82
human,82
w,82
method,82
arrangements,82
gilt,82
judgment,82
explained,82
lots,82
sulphur,82
bushel,81
launching,81
assume,81
francisco,81
planting,81
expired,81
kilos,81
apparent,81
manufacture,81
aviation,81
advisers,81
sweden,81
regulation,81
tool,81
diplomatic,81
coalition,81
kodak,81
receipts,81
repeated,81
usually,81
notice,81
code,81
tankers,81
satellite,81
des,81
indonesias,81
pakistan,81
rupees,81
conservation,80
yielding,80
mobil,80
presence,80
ill,80
intend,80
thatcher,80
restricted,80
attend,80
losing,80
sound,80
formally,80
unadjusted,80
eurobonds,80
ringgit,80
remove,80
votes,80
multilateral,80
suppliers,80
putting,80
industrialised,80
fifth,80
intervene,80
variable,80
provinces,80
santos,80
indicators,80
aside,79
settled,79
ongoing,79
productivity,79
operator,79
worried,79
lifted,79
sinking,79
pharmaceutical,79
compensation,79
bahrain,79
eep,79
debenture,79
twice,79
exclusive,79
timing,79
deep,79
match,79
purchasing,79
efficiency,79
section,78
affiliates,78
allegheny,78
orange,78
perhaps,78
separately,78
seem,78
indication,78
rio,78
returns,78
harcourt,78
geneva,78
adopt,78
africas,78
drawn,78
differentials,78
republicans,78
variety,78
adviser,78
administrations,78
identify,78
causing,78
domes,78
doubt,78
processors,77
flows,77
ny,77
exercisable,77
upper,77
failing,77
generale,77
amid,77
influence,77
generate,77
volatility,77
terminated,77
entitled,77
waters,77
wang,77
uses,77
bullish,77
objective,77
iv,77
platform,77
chemlawn,77
cane,77
aluminum,77
cautious,76
respect,76
easing,76
gros,76
completely,76
memory,76
unspecified,76
implemented,76
facing,76
otherwise,76
manage,76
respond,76
amounted,76
diamond,76
advertising,76
downgraded,76
pennsylvania,76
discussing,76
solve,76
cargoes,76
turkish,76
manufactured,76
commissioner,76
lawsuit,76
rural,76
md,76
sumita,76
moratorium,75
retaliate,75
retire,75
sets,75
favor,75
tell,75
sosnoff,75
peoples,75
controlling,75
heart,75
restructure,75
struck,75
weight,75
bull,75
liquid,75
philadelphia,75
italys,75
arm,75
finding,75
served,75
handling,75
americans,75
prospectus,75
merged,75
hostile,75
prove,75
jardine,75
prospect,75
tenders,75
owner,74
volkswagen,74
heads,74
valley,74
flexible,74
actively,74
begins,74
thousands,74
optimism,74
broadly,74
resistance,74
januarys,74
leasing,74
structural,74
implications,74
balanced,74
chain,74
warburg,74
voice,74
deficiency,74
hrs,74
criticised,74
answer,74
dual,74
usx,74
refinancing,73
zone,73
sri,73
grounds,73
foster,73
matters,73
frank,73
seamen,73
officially,73
imbalance,73
nakasones,73
und,73
northeast,73
h,73
testimony,73
downgrade,73
bales,73
views,73
minutes,73
incentive,73
newmont,73
texacos,73
lawyers,73
diversified,72
fridays,72
heating,72
jet,72
brands,72
insured,72
handle,72
montreal,72
requiring,72
iron,72
comprising,72
denmark,72
embassy,72
textiles,72
event,72
licensing,72
fine,72
mass,72
scott,72
ecu,72
star,72
servicing,72
acknowledged,72
oklahoma,72
virginia,72
nigel,72
coordination,72
replaced,72
compliance,72
iowa,71
barney,71
exchangeable,71
residents,71
permission,71
slowed,71
suspend,71
elsewhere,71
mexicos,71
swaps,71
slide,71
tehran,71
frances,71
presidents,71
defend,71
assigned,71
border,71
clinical,71
powerful,71
marked,71
courier,71
fujitsu,71
uaw,71
explore,71
amc,71
sense,70
withdrawal,70
partially,70
packaging,70
toshiba,70
supervisory,70
commented,70
hill,70
autumn,70
supplier,70
encouraged,70
generation,70
fitzwater,70
jr,70
proved,70
suisse,70
gradually,70
imperial,70
motion,70
becomes,69
responding,69
scientific,69
triggered,69
monitor,69
newspapers,69
revision,69
trends,69
differences,69
cooperative,69
privatisation,69
recovered,69
norway,69
straight,69
propose,69
door,69
accused,69
tried,69
oppose,69
levy,69
administrative,69
mm,69
mineral,69
unveiled,69
blamed,69
maintaining,69
replied,69
sum,69
send,69
pan,69
nj,69
coins,69
packages,69
partial,68
trans,68
euro,68
firmed,68
toyota,68
associations,68
uncertain,68
forest,68
convinced,68
secure,68
importers,68
restore,68
sao,68
dismissed,68
drawing,68
surprise,68
vital,68
peking,68
physical,68
implementation,68
distribute,68
graphics,68
kilo,68
coverage,68
bearing,68
sarney,68
recommend,68
mortgages,68
sells,68
lme,68
oilseeds,68
cpc,68
austerity,67
siemens,67
ideas,67
bay,67
disclosure,67
temporarily,67
gallon,67
irans,67
predict,67
roughly,67
aware,67
involves,67
improvements,67
formula,67
grand,67
cheaper,67
attacked,67
automobile,67
quick,67
sustained,67
industrys,67
covers,67
produces,67
unusual,67
soviets,67
sharing,67
equally,67
totaling,67
rebate,67
viacom,67
dp,67
rainfall,67
crazy,67
registrations,66
georgia,66
argentinas,66
containing,66
stearns,66
polls,66
lend,66
advised,66
arrange,66
specify,66
kingdom,66
satisfied,66
aims,66
chamber,66
delays,66
utah,66
shopping,66
pro,66
disposal,66
inflationary,66
tonight,66
concessions,66
downturn,66
argued,66
islands,66
seemed,66
crown,66
young,66
mile,66
mondays,66
daiwa,66
reaffirmed,66
numbers,65
comply,65
daniel,65
momentum,65
popular,65
fewer,65
ecuadors,65
negotiators,65
enhance,65
gerhard,65
attitude,65
rumours,65
goals,65
beneficial,65
suggest,65
standing,65
guidelines,65
carriers,65
israel,65
consists,65
bottom,65
comprehensive,65
picture,65
v,65
contact,65
float,65
patients,65
christian,65
informal,65
acid,65
exercised,65
dean,65
reed,65
l,65
consecutive,65
redeemed,65
phelps,65
dole,65
prev,65
none,64
surge,64
invested,64
exporter,64
person,64
danger,64
impossible,64
green,64
plantings,64
competing,64
algeria,64
cbs,64
rebels,64
sluggish,64
ambassador,64
criteria,64
underground,64
polled,64
mission,64
involve,64
socialist,64
attract,64
printing,64
disk,64
louis,64
carryforward,64
chirac,64
requests,64
delaware,64
replacement,64
joseph,64
retaliatory,64
challenge,64
attorney,64
award,64
coconut,64
refiners,64
brussels,63
exceeded,63
borrow,63
supports,63
inadequate,63
acceptable,63
fired,63
speaker,63
enterprise,63
glass,63
article,63
drain,63
disaster,63
container,63
factories,63
cds,63
deferred,63
edward,63
et,63
century,63
ronald,63
delta,63
outlined,63
cominco,63
ranged,62
ultimately,62
lows,62
subsequent,62
limiting,62
volumes,62
importance,62
transferred,62
banco,62
announcing,62
opecs,62
agenda,62
pressing,62
dated,62
broken,62
depends,62
turning,62
amsterdam,62
compatible,62
instrument,62
document,62
rail,62
tranches,62
confirmation,62
assumed,62
foot,62
aggregate,62
barclays,62
broadcast,62
essential,62
adverse,62
bally,62
reviewing,62
mountain,62
ual,62
virus,62
dynamics,62
westpac,62
cwt,62
afg,62
inch,62
networks,62
negotiation,61
inspection,61
americas,61
easily,61
gte,61
preparing,61
grown,61
intelligence,61
climate,61
invited,61
liberalisation,61
receipt,61
realized,61
shamrock,61
dart,61
sixth,61
fail,61
true,61
devices,61
colorado,61
willingness,61
symbol,61
societe,61
square,61
appropriations,61
midwest,61
oats,61
route,60
steering,60
default,60
indications,60
cancer,60
poultry,60
premiums,60
solutions,60
citizens,60
foreigners,60
yuan,60
plastics,60
alaska,60
weinberger,60
jacques,60
slipped,60
divided,60
claim,60
pins,60
tanker,60
forms,60
types,60
traditionally,60
competitors,60
permits,60
narrowed,60
helmut,60
thereafter,60
locations,60
minneapolis,60
mart,60
assurance,60
consent,60
fla,60
consolidation,60
mississippi,60
proceedings,60
usage,60
mergers,60
unnamed,60
replacing,60
proxy,60
leverage,60
brand,60
tea,60
eddie,60
upgraded,59
nissan,59
conflict,59
cheap,59
difficulty,59
un,59
indicator,59
proportion,59
wave,59
yugoslav,59
aquino,59
nz,59
disputes,59
auctions,59
qatar,59
hedging,59
entirely,59
terminals,59
comprised,59
treasuries,59
clark,59
distributor,59
extensive,59
danish,59
harvested,59
permitted,59
panic,59
road,59
briefing,59
pick,59
southeast,59
accords,59
rapeseed,59
park,59
feedgrains,59
temperatures,59
charter,59
lawrence,58
pushing,58
amstutz,58
chances,58
weighted,58
dilson,58
extending,58
vessel,58
reluctant,58
gone,58
analysis,58
decade,58
backing,58
supporting,58
portugal,58
steadily,58
renault,58
crucial,58
decree,58
concept,58
bakers,58
emirates,58
correct,58
content,58
formation,58
awaiting,58
snow,58
signing,58
healthy,58
evaluate,58
alberta,58
ties,58
automatic,58
boesky,58
amended,58
telecom,58
cif,58
pentagon,58
bass,58
pipelines,58
transmission,58
tap,58
amr,58
emerged,57
indiana,57
jp,57
koreas,57
lanka,57
midnight,57
urging,57
yr,57
paulo,57
closer,57
compensate,57
examine,57
residential,57
hongkong,57
widened,57
slower,57
inside,57
blue,57
loading,57
belief,57
segment,57
shanghai,57
utilization,57
strengthening,57
metropolitan,57
exchanged,57
reply,57
liquidation,57
aaa,57
assuming,57
origin,57
arbitrage,57
boosting,57
resource,57
lee,57
wisconsin,57
indirect,57
permanent,56
giant,56
confirm,56
pharmaceuticals,56
industrialized,56
climbed,56
spains,56
venezuelan,56
resorts,56
died,56
seeks,56
withdrawn,56
troubled,56
bangladesh,56
removed,56
employed,56
cie,56
pacts,56
damaging,56
postponed,56
contains,56
candidates,56
submit,56
contracted,56
solid,56
contrast,56
joining,56
objections,56
assist,56
language,56
nabisco,56
trial,56
establishing,56
volatile,56
carryforwards,56
premier,56
minute,56
plane,56
participating,56
measured,56
speculated,56
friction,56
locals,56
foundation,56
guinness,56
honeywell,56
sydney,56
herrington,56
crash,56
item,55
bridge,55
uruguay,55
scope,55
composite,55
specifically,55
tighten,55
cancelled,55
naval,55
installed,55
informed,55
contra,55
jumped,55
ivory,55
ran,55
karl,55
rival,55
voluntary,55
steep,55
rescue,55
zambia,55
commonwealth,55
chile,55
elders,55
methods,55
somewhat,55
atlanta,55
jump,55
excellent,55
lawmakers,55
enforcement,55
deterioration,55
count,55
realty,55
targeted,55
iadb,55
cd,55
gillette,55
treaty,55
precious,55
gilts,55
stands,55
nova,55
pattern,54
operational,54
respective,54
affiliated,54
assess,54
restaurants,54
treasurer,54
ex,54
hoechst,54
margaret,54
miguel,54
heard,54
benchmark,54
laid,54
hardware,54
magazine,54
education,54
whatever,54
routes,54
dramatic,54
auditors,54
edouard,54
attributable,54
mitsui,54
suffer,54
nationale,54
moore,54
society,54
repaid,54
strengthened,54
takeovers,54
progressive,54
outright,54
sons,54
vaccine,54
restraint,54
platinum,54
excluded,54
unc,54
greek,54
responded,53
acre,53
mail,53
retired,53
prevailing,53
surprised,53
tied,53
task,53
inra,53
allocated,53
refineries,53
millions,53
prompt,53
budgetary,53
subsidized,53
mature,53
consist,53
mechanism,53
injured,53
sellers,53
allen,53
usual,53
destroyed,53
records,53
circuit,53
relating,53
nature,53
termination,53
repeatedly,53
carter,53
violated,53
inland,53
check,53
table,53
